text,entity,score,date,annotator_comment,general_location,specific_location,year,season,month,day,Coordinates
"our boots frozen solid, with no heart to walk the long miles to Beinn Bhreac, climbing Beinn Dearg instead.",frozen,3.0,February 1986,,North West Highlands,Beinn Dearg,,,,,"(57.190786, -5.158042)"
"An English writer in the beginning of the century describes Glen Avon as ""a desert place"", ""uncommonly cold"" in winter, so much so that a heron ""found the foot on which it had stood so frozen, when it had been sleeping, that in the morning it was not able to get away""!",frozen,3.0,,,Cairngorms Other,Glen Avon,,,,,"(57.09969, -3.6656)"
the stately glacier which once stretched along its hollow and went out to sea.,glacier,8.0,,,Central Highlands,,,,,,"(56.949668, -4.608764)"
"...while during brief halts ever-changing views of the Allt a' Mhuillin and the massive front of Ben Nevis were revealed. After a scramble over the highest point of all and a steep descent, the ridge swung round to the right above the Corrie Leis, and when this was passed it widened somewhat. The last rocks were left behind and right before me was the steep Eastern summit-ridge of the Ben, covered with good, hard snow and with no lack of foot-holes left by those in front.","hard, snow",9.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
the large slab was covered with hard snow.,"hard, snow",7.0,January 1953,,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
"the hills carried even less snow this Easter than in 1969, with the result that three parties were persuaded to include Liathach among their objectives",less snow,3.0,May 1971,,North West Highlands,Liathach,,,,,"(57.190786, -5.158042)"
"light snow starting to fall, and there were others elsewhere, so we headed for the easy Summit Gully (or was it Boomerang Gully?), up a broad fan of firm snow to where the cliffs closed in on either side.","light snow, firm snow",7.0,November  1968,,Central Highlands,Coire nam Beith,,,,,"(56.949668, -4.608764)"
"as we did so, loose snow started to accumulate beneath our feet, and more was coming down, but we thought that we'd make it before things got too serious.",loose snow,6.0,November 1968,,Central Highlands,Coire nam Beith,,,,,"(56.949668, -4.608764)"
"Pyramus Gully, Coire Bhrochain.—Idem.",none,5.0,September  1950,,Cairngorms Western Massif,Coire Bhrochain,,,,,"(57.066582, -3.732339)"
"We scrambled down a steep face of the hill in order to reach a patch of snow, and be able to say that we had snow-balled each other in August.","patch, snow",6.0,August 1881,Month of august 50 years prior to journal,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
...picked out by a freshly fallen powdering of snow...,powder,8.0,April 1933,,North West Highlands,Ben Eighe,,,,,"(57.190786, -5.158042)"
"Steep powder snow obliterated all pitches except the first, which alone offered any difficulty.",powder,8.0,January 1953,,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
"powder snow masked much of the ice, and a delicate leftward step had to be made at one point as I realised I had followed a groove away from the ice and onto snow-covered rock.","powder snow, ice, snow-covered",5.0,17th  April,,Other Highlands,,,,,,
"Ben Eighe, whose shape, picked out by a freshly fallen powdering of snow, fully justified its name—file peak.","powder, snow",8.0,April 1933,,North West Highlands,Ben Eighe,,,,,"(57.190786, -5.158042)"
...skiable snow is available on the upper slopes until May.,"skiable, snow",8.0,May 1962,,Other Highlands,Alltan na Beinne (Glen Quoich),,,,,
the great snow patches which still ornamented the head of the grassy corrie,snow,7.0,-,Mentions a 'recent holiday'- perhaps date is able to be determined,Central Highlands,An sgarsoch,,,,,"(56.949668, -4.608764)"
"Last Easter at Fortingal was very favourable for photographic records, with plenty of snow and mostly a clear atmosphere with broken clouds.",snow,9.0,April 1931,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
...Snow on the Cairngorms—Indicator...,snow,7.0,April 1931,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
"We had some mild glissading while the snow lasted, but very quickly we were off the snow and on the scree, and then the path with its seemingly countless traverses.",snow,5.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"we seemed to be on a vast convex roll of snow, from which neither the valley nor the top were visible.",snow,6.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
Fortune and a snow slope provided an easy route valleywards; on our right was a fine rock buttress and westwards the ground appeared to be steep.,snow,6.0,April 1933,,North West Highlands,Torridon,,,,,"(57.190786, -5.158042)"
"It had now been gently snowing for several hours, and the path we had planned to follow soon disappeared under this new snow.",snow,6.0,April 1983,,Other Highlands,Cuillin,,,,,
"the steep snow slopes merging to become one white mass, with what seemed yawning blackness below.",snow,7.0,April 1983,,Other Highlands,Cuillin,,,,,
On the Capel Mounth track itself there seemed to be more snow on the track than elsewhere and so one had the choice of wading through snow or walking on rough ground nearby.,snow,6.0,April 1999,,Lochnagar,Capel Mounth,,,,,"(56.954291, -3.244078)"
In April the excursion was to the Capel Mounth. It was a clear day but there was still a lot of snow on the ground which made progress slower than normal.,snow,7.0,April 1999,,Lochnagar,Capel Mounth,,,,,"(56.954291, -3.244078)"
"the excursion after Easter was to Beinn a Bhuird from Alltdourie Cottage and finishing at Allanaquoich. It was an overcast day with a lot of snow higher up but most of the party reached the top, finding it with the aid of a GPS.",snow,8.0,April 2001,,Beinn a' Bhuird & Ben Avon,Beinn a Bhuird,,,,,"(57.081248, -3.505238)"
"the weather was not great, with rain, sleet, hill fog and snow higher up.",snow,3.0,December 2003,,Central Highlands,Loch Ossian,,,,,"(56.949668, -4.608764)"
"the snow conditions at the time were ideal for ski-running, and some glorious days were enjoyed.",snow,9.0,February 1930,,Eastern Highlands,Mount Keen,,,,,"(57.194888, -3.281276)"
the snow getting deeper and very soft.,snow,4.0,February 1986,,North West Highlands,Beinn Dearg,,,,,"(57.190786, -5.158042)"
"As we struggled through the snow in our walk round the loch, it did not require much effort of the imagination to fancy ourselves in the backwoods of America.",snow,7.0,January 1899,,Cairngorms Other,Loch an Eilein,,,,,"(57.09969, -3.6656)"
It was a fine sunny day with quite a bit of snow underfoot and most members reached the top via the usual route from Alltnaguibhsaich.,snow,8.0,January 2000,,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
"snow fell in July, and not infrequently it rained for days on end.",snow,7.0,July 1907,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
what snow we found was not always fit to climb on,snow,3.0,July 1950,,Cairngorms Other,Carn Ban Mor,,,,,"(57.09969, -3.6656)"
I had the opportunity of spending a few days looking at the state of the remaining snow beds of the Cairngorms.,snow,7.0,July 1955,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
"I was now enjoying hail, sleet, snow, and all uncharitableness, and this in June!",snow,5.0,June 1899,,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
we set forth cautiously in the mist and snow to find the summit.,snow,7.0,June 1931,,Central Highlands,Ben Alder,,,,,"(56.949668, -4.608764)"
...an enormous accumulation of snow.,snow,4.0,March 1962,,Other Highlands,Glen Sluigan,,,,,
"When we arrived in Edzell it was snowing heavily, and it was deemed inadvisable to take the bus any further. The bulk of the party plodded through the snow to the top of the Hill of Wirren from there.",snow,7.0,March 2002,,Other Highlands,Hill of Wirren,,,,,
"a little lochan midway between Meall a' Chrasgaidh and Sgùrr nan Chlach Geala promised a welcome oasis, especially as it lay in a snow girt hollow.",snow,8.0,May 1950,,North West Highlands,Fannichs,,,,,"(57.190786, -5.158042)"
"I felt extremely under-dressed on meeting a fellow walker, as there was quite a bit of snow still lying in Coire a' Bhasteir.",snow,7.0,May 1997,,Other Highlands,Coire a' Bhasteir,,,,,
"There was a good deal of snow about that November, and days were already short, so we decided to have a look at Coire nam Beith, thus giving Paul a chance to see a fine corrie and to stand on top of Argyll (the summit of Bidean nam Bian) at the same time.",snow,8.0,November  1968,,Central Highlands,Coire nam Beith,,,,,"(56.949668, -4.608764)"
"A day in October is something to be remembered all one's life, when the tops of the mountains all round the horizon are pure white with the early snow, and their slopes are adorned with the brilliant tints of faded bracken, golden birch, and brown heather, and all the low grounds are filled with the unchangeable blue-green of the firs.",snow,10.0,October 1901,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
"We ascended by the margin of the burn that tumbles into the Garbh Uisge, and made as straight a line as we could to the W. N. W., crossing several beds of snow.",snow,7.0,Pre-1902,,Ben Macdui,Garbh-choire,,,,,"(57.070696, -3.667715)"
We were unable to drive to the upper bothy owing to a huge wreath of snow which lay across the road just beyond the Little Bennie.,snow,7.0,,,Cairngorms Western Massif,Braeriach,,,,,"(57.066582, -3.732339)"
"we were in the midst of the gale, with mist and snow.",snow,5.0,,,Cairngorms Western Massif,,,,,,"(57.066582, -3.732339)"
A considerable snow field was encountered after leaving the col between Cona Mheall and Beinn Dearg proper.,snow field,7.0,May 1950,,North West Highlands,Beinn Dearg (Ullapool),,,,,"(57.190786, -5.158042)"
"A patch or two of snow in their deep corries, memorials of many an Arctic storm, remind us of their elevation.","snow, Arctic",6.0,August 1930,,Beinn a' Bhuird & Ben Avon,"Ben A'an, Beinn a' Bhuird",,,,,"(57.081248, -3.505238)"
glorious if chilling views of the higher Cairngorms capped with snow which vanished as the day brightened.,"snow, capped",8.0,July 1957,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
"Later on McCoss' party returned, having had a successful rock and snow climb up No. 3 Gully to the summit.","snow, climb",8.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"Then, again, take last Easter, this was early in April, and the snow line was considerably lower than in the previous two years, but the accumulations of snow on the tops were not nearly so great in depth as in 1930, in fact I saw few cornices worthy of the name whilst at Fortingal.","snow, cornice",5.0,April 1931,,Cairngorms Other,Cairngorms,,,,,"(57.09969, -3.6656)"
"ever there is the sound of falling waters, for months at a time deep in snowdrifts.","snow, falling",8.0,August 1930,,Eastern Highlands,Lecht Pass,,,,,"(57.194888, -3.281276)"
"The snow-line was reached at about 3,000 feet, and owing to the frost a fairly hard crust had formed, ensuring good footholds.","snow, frost, hard",7.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"Snow gleamed all around us, in the channel of the burn, and in every cleft and gully of the walls enclosing the Garbh-choire behind us.","snow, gleamed",8.0,Pre-1902,,Ben Macdui,Ben Macdui,,,,,"(57.070696, -3.667715)"
the weather changed on Sunday and one party had to turn back high up on Gleouraich due to high winds and snow.,"snow, high winds",4.0,October 2003,,North West Highlands,Gleouraich,,,,,"(57.190786, -5.158042)"
"We found the rest of our party getting what shelter they could at the old Observatory, which had the appearance of being built entirely of snow and ice.","snow, ice",7.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
occasional outcrops of rock and the lingering snow provided a certain amount of feature.,"snow, lingering",4.0,April 1933,,Other Highlands,West Highlands,,,,,
"It was a rather overcast day with snow lying right down as far as the Falls of Muick but it was melting rapidly and by the end of the afternoon all the snow below around 2,000ft had melted.","snow, melting",4.0,January 2003,,Lochnagar,Lochnagar,,,,,"(56.954291, -3.244078)"
"On one of the snow slopes below the snow-corniced ridge of the summit a pair of climbers, reduced by distance to the merest specks, could be seen going slowly upward.","snow, snow-corniced",7.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"winter ever recorded, and the snow on the almost vertical slopes of the corrie was too soft and thin.","snow, soft, thin",2.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"At this point an immense mass of snow was drifted in by south-westerly gales during a storm, and the base having become insecure in consequence of a strong thaw, the prodigious pile was projected over the precipices.","snow, thaw",6.0,Januray 1900,,Central Highlands,Creag Meagaidh,,,,,"(56.949668, -4.608764)"
"From the first fall of snow in November, the enthusiasts were up to the high corries in search of some quality winter action.","snow, winter",8.0,Nov-05,,Other Highlands,Scotland,,,,,
surrounding snow-capped hills were visited.,snow-capped,7.0,April 2002,,North West Highlands,Spean Bridge,,,,,"(57.190786, -5.158042)"
"I might also mention that, at the summit the previous day, McCoss' party had met another hardy pair with an Arctic expedition tent, which they intended to pitch on the snow-covered top of the Observatory and there pass the night.",snow-covered,9.0,April 1932,,Ben Nevis,Ben Nevis (Observatory),,,,,"(56.796735, -5.002927)"
boulders were sticking out of the snowfield on the way down,snowfield,5.0,November 1968,,Central Highlands,Coire nam Beith,,,,,"(56.949668, -4.608764)"
mosses growing under the Braeriach snowfield in October 1909.,snowfield,8.0,October 1909,,Cairngorms Western Massif,Braeriach,,,,,"(57.066582, -3.732339)"
the February excursion to Loch Lee took place during a very snowy day.,snowy,6.0,February 2001,,Eastern Highlands,Loch Lee,,,,,"(57.194888, -3.281276)"
the hills all having snowy tops.,snowy,6.0,October 2003,,North West Highlands,Assynt,,,,,"(57.190786, -5.158042)"
"Slowly the weather started to deteriorate, the clouds and the steep snow slopes merging to become one white mass, with what seemed yawning blackness below.","steep, snow",6.0,April 1983,,Other Highlands,Cuillin,,,,,
"...a broad, wind-swept plateau of glistening untrodden snow sparkling in the bright sunshine.","untrodden, snow",10.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
"Gales, wet snow showers and mixed underfoot conditions persisted, the wind and snow rising to such an extent that both feared escape might be impossible, but they did however make it.","wet, snow",4.0,March 2004,,North West Highlands,Sgurr a choire glas,,,,,"(57.190786, -5.158042)"
